AccountID,AnniversaryDate
285,1181741194
286,1160645175
287,1596179677
288,1261787404
289,1381471349
290,1293983788
291,1363955662
292,1378712137
293,1411707500
294,955350728
295,1427860750
296,1098411123
297,1444814216
298,1226769750
299,1443216058
300,1229173982
301,1015619998
302,1116559934
303,966103002
304,1071618359
305,1349061933
306,1196544798
307,1583622108
308,1625129721
309,1380488579
310,1128193285
311,1035220636
312,1450404253
313,1497554530
314,982745336
315,1496620967
316,1453923144
317,1239493065
318,1635181749
319,1302463678
320,1293293259
321,1289526934
322,1398778170
323,1205236873
324,1256445097
325,1338115089
326,1266394103
327,1523485278
328,1465225462
329,1168796531
330,1554039387
331,1235957067
332,1302891787
333,1645100283
334,1132821281
335,1136480015
336,1243831659
337,1457387812
338,1100659785
339,1366425710
340,1326162304
341,1550552575
342,985424187
343,1125884803
344,1508267229
345,965578431
346,1291124383
347,981258858
348,1476385842
349,1543478480
350,993295884
351,1281210105
352,1617221086
353,1439602025
354,1515387354
355,1265133604
356,1041195989
357,1302125731
358,1345338140
359,1117646199
360,1350195972
361,1502093631
362,1603298359
363,1453483445
364,1597600650
365,1485105952
366,1522951317
367,1176286713
368,1283186169
369,1192937938
370,1212514050
371,1565322189
372,1391893667
373,1549934764
374,1176445561
375,1273380536
376,1162909789
377,1542040264
378,1057120657
379,1103365854
380,1396427187
381,1463957705
382,1595963330
383,995385590
384,1625378139
385,1600404384
386,1340308420
387,1335793905
388,1144754395
389,1104630344
390,1016135626
391,1461767552
392,1533037076
393,1498213226
394,1514793310
395,1252338148
396,1197128024
397,1625434626
398,1550493530
399,1581525234
400,1026501747
401,962700311
402,1345277551
403,1311689608
404,986253688
405,1461068920
406,1623933315
407,991719376
408,1577797276
409,1075344975
410,1278121472
411,1010628503
412,1058491410
413,1381059321
414,1638119539
415,1567063281
416,1209204689
417,1005971312
418,1463955018
419,1017939986
420,1297796816
421,952407566
422,1080899226
423,963304107
424,1118583299
425,1327284480
426,1427643462
427,1205791889
428,1271035717
429,1548928063
430,1497951998
431,1605504646
432,1280260124
433,1552519969
434,1601893021
435,988926555
436,1317756999
437,1008510151
438,1335525230
439,997162932
440,1640683014
441,1419100555
442,1132875245
443,1482616053
444,998122927
445,1079424418
446,1469327579
447,1431275806
448,948867743
449,1106344471
450,1340903606
451,1589805403
452,1499101112
453,1496874002
454,1312193991
455,1055917469
456,1448542419
457,1628302929
458,1575475268
459,985584508
460,1442734963
461,1606595569
462,1406101027
463,1334219809
464,1321329192
465,1601731280
466,1393615512
467,1020124964
468,1427821695
469,1320000738
470,1288188493
471,1628984043
472,1405806034
473,1113818367
474,1004738685
475,1201889283
476,1094776275
477,1311464403
478,1258088181
479,1359474083
480,1567998563
481,1442095761
482,1070103460
483,951431997
484,1280098663
485,1603675202
486,1136174781
487,1058023888
488,1377128999
489,1611380757
490,970163079
491,1155267439
492,1017826957
493,1264693613
494,995428067
495,1352805797
496,1257940755
497,1454779765
498,1152295031
499,1104939231
500,1485226083
501,1064548212
502,1271118847
503,1343141877
504,1069044107
505,1157984517
506,1140639592
507,1520273513
508,1024722566
509,1256433752
510,1107344801
511,1388550496
512,1252330869
513,1650240118
514,1476422210
515,1052908585
516,1411980002
517,1070800512
518,1143737998
519,1362897422
520,1014699762
521,1414562014
522,1402887018
523,1161783540
524,1415564333
525,1074094835
526,1445909294
527,1145273734
528,1378788655
529,1085124548
530,1059928413
531,1619804404
532,1199365210
533,1311151911
534,1520297773
535,999270033
536,982876368
537,1041445772
538,1444955355
539,1415306296
540,1065023774
541,1563696684
542,1544280932
543,1154343149
544,1198082580
545,1339219919
546,990188060
547,1106794721
548,1604704026
549,1093157883
550,1384092464
551,1384061805
552,991582711
553,1442076369
554,1386695950
555,1630182535
556,1335480430
557,1290472911
558,1465146524
559,1516447492
560,1046707879
561,1307505665
562,1528592556
563,1128351728
564,1324087967
565,1317592086
566,1305647349
567,1098352822
568,978001746
569,1034430185
570,1474084121
571,1452574563
572,1473217432
573,1203571675
574,1392160828
575,1538099549
576,1557559198
577,1159352457
578,1468858953
579,1007491075
580,1581485951
581,1261128244
582,1470688020
583,1471742069
584,1006258676
585,1626274180
586,1176714234
587,1571719403
588,1127179107
589,1049791783
590,1587762387
591,975858822
592,1403876372
593,1236111485
594,1483751405
595,1589578995
596,1014184757
597,1043816414
598,1065641255
599,1318261270
600,960995170
601,1536263717
602,1351739491
603,1013843511
604,995430519
605,1238579876
606,1583214847
607,1200421191
608,1355337437
609,950351238
610,1627271613
611,1239383909
612,1536763710
613,966224136
614,1054703883
615,1187045633
616,1118433416
617,1086169941
618,1298088802
619,1316507668
620,1119873367
621,1022257086
622,1269515986
623,1264078827
624,1571744436
625,1258682918
626,1382249067
627,1132534220
628,1327681880
629,1582044265
630,1605747958
631,959776724
632,1202921889
633,1042873205
634,1446781916
635,1539066053
636,1151960928
637,1500071226
638,1172555905
639,1437130985
640,1244714479
641,1216205468
642,1466656078
643,1516556007
644,1594852646
645,955728987
646,1161755213
647,1179754648
648,1457834586
649,1521044237
650,1536681207
651,1536308093
652,1024998485
653,1578306867
654,1640833575
655,1295589073
656,1523228856
657,1046651583
658,1099934523
659,1573996934
660,1569411976
661,1073839021
662,1415472005
663,1146592663
664,1181768297
665,1631106001
666,1514845279
667,1236419926
668,1131252401
669,1349891550
670,1032486105
671,1058146269
672,1040516527
673,1265192091
674,1295200832
675,1201106841
676,1589412596
677,1524434002
678,1278809939
679,996340660
680,1583031231
681,968335124
682,1555826190
683,1624566985
684,1028474723
685,1121599353
686,1640230119
687,1028657130
688,1162095060
689,1454748501
690,1109403902
691,1281521187
692,1375134394
693,1457367843
694,1410005702
695,1262798079
696,1413594437
697,992850934
698,1338616282
699,1650210423
700,1371868645
701,1455588946
702,1614925359
703,1020901473
704,1212232808
705,1490538816
706,1392999419
707,1389022944
708,1608180151
709,1560171539
710,1399382805
711,1389467065
712,1444562021
713,1061461436
714,1525833859
715,1374660314
716,1128363663
717,1049709646
718,1012576898
719,1096666301
720,1521644623
721,1394103667
722,1171925236
723,1384620354
724,1127903587
725,1245128052
726,1434686752
727,1269709905
728,1405282346
729,1195319652
730,1128936834
731,1043574744
732,1025410154
733,1026948990
734,1065744774
735,1524690414
736,1510875249
737,1230308385
738,1422022045
739,973326698
740,1495096416
741,1275855678
742,1166914438
743,1230129562
744,951851074
745,1041983124
746,1625542835
747,1041816541
748,1338700641
749,1203292773
750,1503918839
751,1501231337
752,1144294727
753,1507534986
754,1366953482
755,1279232812
756,1049947730
757,1121777811
758,1220127479
759,1380027324
760,1474026696
761,1442926894
762,1232846121
763,1181880294
764,1037229048
765,1142596972
766,1237725338
767,1358062058
768,1535535406
769,1452143337
770,1068692229
771,1171041559
772,1041408545
773,1430851028
774,1055737274
775,1118891909
776,1236605572
777,1010652438
778,1029122329
779,1188482184
780,1570017614
781,1070545463
782,1250301395
783,1346338582
784,981832293
785,953624521
786,1350452871
787,1006479002
788,1430301584
789,1154875103
790,1291828673
791,1312036960
792,1349346956
793,1005756663
794,1033472712
795,1056096656
796,1508709281
797,1405181892
798,960299316
799,980294507
800,1355994363
801,1386124812
802,1507683466
803,1569971113
804,1488865616
805,1359046153
806,1138047260
807,1646029125
808,1361191894
809,1397934246
810,1413066901
811,1391969417
812,1228120004
813,1268749282
814,1481162983
815,1450306835
816,1623980118
817,1128383318
818,1642193255
819,1214626864
820,1546821610
821,1277900048
822,1600047708
823,1281698568
824,1088278843
825,1301462230
826,1576966416
827,1492500643
828,1164021064
829,1270077529
830,1489210078
831,1527033035
832,1132933985
833,1453149949
834,1399063668
835,1449529215
836,1486759392
837,1059688744
838,1222520576
839,1057603324
840,1464138492
841,1003604237
842,1447897473
843,1064622327
844,1518800986
845,1501939122
846,1646993193
847,1499174470
848,1315321397
849,1412607727
850,1486747250
851,1582226536
852,983154340
853,1368093181
854,1626345117
855,1402136287
856,1326458679
857,946812161
858,1394027440
859,1514762591
860,1242551977
861,1134917711
862,1530350184
863,974304881
864,1410515103
865,1441980929
866,1646929114
867,1272089111
868,1081920366
869,1158553937
870,1166788171
871,1191037352
872,1550977253
873,1175296442
874,1490799595
875,1182772214
876,1358071113
877,1128255196
878,1280386686
879,1122023624
880,1582272424
881,1091517553
882,1293002633
883,1478049138
884,1134864541
885,1352124968
886,1413754780
887,1185699900
888,1377699150
889,1615407223
890,1352748613
891,1479640854
892,1243737507
893,1553118296
894,1462330968
895,1469969219
896,1132364735
897,1057452214
898,1513980107
899,1159751875
900,1602571412
901,1084564150
902,1508545366
903,1629762981
904,1473147459
905,1612848795
906,1271554263
907,1182230492
908,1409636093
909,1557847593
910,1452222737
911,975391192
912,1441157526
913,967875799
914,1448772289
915,1501694523
916,1127679499
917,971005485
918,1272672188
919,1554347085
920,1195444862
921,1571040121
922,1519423482
923,1090432238
924,1542899454
925,1447636431
926,1214948214
927,972050595
928,1634758128
929,1167694850
930,954017237
931,972972549
932,1027662055
933,1528833826
934,1216797560
935,1082838477
936,1431294098
937,1142192593
938,1287554301
939,1529852437
940,1429863081
941,1560846060
942,1360159348
943,1172997590
944,1241952099
945,1588989420
946,1418989959
947,1514730805
948,961751919
949,1238422904
950,1235719238
951,1648318445
952,1519061666
953,1244261521
954,1646163708
955,1646165897
956,1241876045
957,1468967165
958,1251134649
959,1459740756
960,1481401401
961,1108421281
962,1576684168
963,1241056475
964,1233285502
965,1273085648
966,1066448711
967,987189017
968,1144984151
969,1000525591
970,1146864805
971,1257779641
972,1637615045
973,1303727042
974,1337247497
975,1549415645
976,1096402800
977,1474120240
978,1415983616
979,1198155286
980,1083398266
981,1005843360
982,1293162838
983,1324825442
984,1302010230
985,1630035135
986,1490379327
987,1144835807
988,1613459209
989,1339627196
990,1127393300
991,1175637921
992,1461584750
993,1077906953
994,1263093747
995,957569504
996,1253680400
997,1233242632
998,1097911949
999,998308917
1000,1275142038
